xml:id	chars	head	bibl
MG-1677-07_005	4188	[Eloge de Marqués petit Chien Arragonnois, du mesme Autheur]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 5-14.
MG-1677-07_014	8887	[Avanture de Monsieur le Vicomte de.]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 14-33.
MG-1677-07_074	2420	Sur le Jubilé de Son Altesse Royale	Le Nouveau Mercure Galant, juillet, tome V, 1677, p 74-80.
MG-1677-07_080	1787	[Autres Vers sur ses Conquestes]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 80-84.
MG-1677-07_084	1042	[Devise sur le mesme Sujet]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p 84-86.
MG-1677-07_086	3180	[Vers de M. de Mimur sur les Conquestes du Roy]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 86-95.
MG-1677-07_093	4719	[Epistre en Vers de M. de Ramboüillet à Monsieur le Prince de Marsillac]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 93-101.
MG-1677-07_101	1989	[Air de M. de Moliere sur des Paroles de M. de Frontiniere, chantées devant le Roy par Madem. Jacquier]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 101-105.
MG-1677-07_105	2026	[Sujet de deux Opera mis en Musique par le mesme]	Mercure galant, juillet tome V, 1677, p. 105-110.
MG-1677-07_110	10673	[Avanture des Thuilleries]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 110-133.
MG-1677-07_133	843	Rondeau de Madame Des Houlieres à une de ses Amies	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 133-135.
MG-1677-07_135	2840	[Les Moutons, Idylle de la mesme]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 135-141.
MG-1677-07_142	1625	[Reception faite à Monsieur le Duc du Maine, par M. d’Aubigny, Gouverneur de Cognac]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 142-145.
MG-1677-07_145	1046	[Reception faite au mesme Prince par Madame la Comtesse de Jonsac]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 145-147.
MG-1677-07_147	1538	[Tragedie qui luy estoit preparée à Bordeaux, où les deux Fils de Monsieur de Seve se font admirer]	Mercure galant, juillet tome V, 1677, p. 147-150.
MG-1677-07_150	1655	[Vers à la gloire du Roy & de Monsieur le Duc du Maine]	Mercure galant, juillet tome V, 1677, p. 150-153.
MG-1677-07_164	4045	[Vers de M. de Corneille l’aisné sur les Conquestes du Roy]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 164-172.
MG-1677-07_173	7729	[Histoire de la Veuve & de M. de la Forest]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 173-190.
MG-1677-07_204	828	[Impromptu pour M. le Duc, fait par Madame le Camus en presence de ce Prince]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 204-206.
MG-1677-07_207	1075	[Vers de Madame le Camus, à Madame la Mareschale de Clerambaut]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 207-208.
MG-1677-07_209	1139	[Mariage de M. le Marquis de Foix, & de Mademoiselle d’Hendreson, premiere Fille d’Honneur de Madame]	Mercure galant, juillet tome V, 1677, p. 209-211.
MG-1677-07_213	2109	[Eloge de Versailles & de Trianon par Monsieur le Duc de S. Aignan.]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 213-218.
MG-1677-07_218	1443	[Vers à Madame la Presidente d’Ozembray, par le mesme]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 218-221.
MG-1677-07_243	1504	[Ce qui s’est passé en Allemagne entre l’Armée du Roy & celle de l’Empereur]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 243-246.
MG-1677-07_255	983	[Divertissemens donnez au Public]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 255-257.
MG-1677-07_281	6966	[Description de la Feste de Sceaux]	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 281-283Dans le volume, les numéros de page sont 281-283, au lieu de [281-291].
MG-1677-07_283	622	[Annonce éditoriale]*	Le Nouveau Mercure Galant, juillet, tome V, 1677, p. 283-284Dans le volume, les numéros de page sont 283-284, au lieu de [291-292].
MG-1677-08_001	910	[Eloge du Mercure Galant]*	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 1-3.
MG-1677-08_003	1398	Le Berger et le Pescheur. Madrigal	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 3-6.
MG-1677-08_006	480	[Autre Madrigal]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 6-7.
MG-1677-08_007	844	[Madrigal sur l’Amour & le Respect]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 7-9.
MG-1677-08_009	1588	[Fragmens d’une Lettre en Chansons]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 9-13.
MG-1677-08_013	915	[Chanson pour Madame, dont l’Air a esté fait par M. Boisset]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 13-15.
MG-1677-08_015	588	[Chanson pour Madame la Mareschale de Lorge, dont l’Air est de M. d’Ambroüys]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 15-16.
MG-1677-08_016	3489	[Enigme]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 16-23.
MG-1677-08_023	720	Contrainte d’un Cœur amoureux	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 23-25.
MG-1677-08_025	1064	[Rondeau]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 25-27.
MG-1677-08_027	1347	Au Roy, Sonnet.	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 27-31.
MG-1677-08_031	1647	Le Solitaire, Sonnet	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 31-34.
MG-1677-08_034	17133	[Histoire du Solitaire]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 34-71.
MG-1677-08_071	1098	[Conversation à l’Opéra]*	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 71-74.
MG-1677-08_074	13912	[Sujets de neuf Opera qui ont tous esté representez à Venise depuis le mois de Janvier de la presente année, avec les Noms de ceux qui ont composé les Pieces & la Musique : la Description des Changemens de Theatre, & de toutes les Machines]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 74-104.
MG-1677-08_113	1689	Au Roy, sur l’Obelisque élevé à sa gloire dans la Ville d'Arles. Sonnet	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 113-117.
MG-1677-08_117	4408	Compliment fait au Roy, en lui presentant l’Estampe de l’Obelisque érigé à sa gloire dans la Ville d’Arles.	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 117-127.
MG-1677-08_127	3076	[Description d’une Feste Galante donnée à Montpellier par M. de la Quere à Mademoiselle de la Verune]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 127-133.
MG-1677-08_133	5036	[Epistre de M. de Ramboüillet]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 133-142.
MG-1677-08_143	3716	Argument proposé à Mr Colbert d’Ormoy, apres l’Acte public de Philosophie qu’il a soûtenu, n’ayant que treize ans, sous Monsieur l’Abbé Colbert son Frere.	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 143-150.
MG-1677-08_150	12002	[Histoire des quatre Bouquets]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 150-178.
MG-1677-08_216	4807	Maximes d’amour	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 216-226.
MG-1677-08_239	3034	[Galanterie de M. de Rambouillet]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 239-244.
MG-1677-08_265	3160	Panegyrique des Alliez	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 265-271.
MG-1677-08_279	1282	[Madrigal sur la Levée du Siege de Charleroy]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 279-281.
MG-1677-08_281	6484	Sur l’Education de Monseigneur le Dauphin, & le soin que prend le Roy de dresser luy-mesme les Memoires de son Regne, pour servir d’instruction à ce jeune Prince	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 281-293.
MG-1677-08_301	2507	[Rondeaux de Madame Des Houlieres]	Le Nouveau Mercure Galant, août, tome VI, 1677, p. 301-306.
MG-1677-09_001	1596	[Avertissement de l'auteur du Mercure Galant]*	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 1-4.
MG-1677-09_004	4712	L’Amour Commode	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 4-15.
MG-1677-09_015	12666	[Histoire de la fausse Provençale]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 15-43.
MG-1677-09_054	2234	[Histoire de l’Enfant Ours]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 54-59.
MG-1677-09_058	2635	L’Horloge des Amans	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 58-64.
MG-1677-09_064	7907	[Compliment de Monsieur de Roubin de l’Académie Royale d’Arles, à Messieurs de l’Académie Françoise, en leur presentant des Estampes de l’Obélisque élevé à la gloire du Roy dans la Ville d’Arles]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 64-81.
MG-1677-09_083	1244	[Enigme]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 83-86.
MG-1677-09_086	1961	[Ballade]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 86-90.
MG-1677-09_090	4339	[Histoire du Faux Milord]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 90-100.
MG-1677-09_104	1265	Reproche de n’aimer point assez	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 104-106.
MG-1677-09_106	721	Confitures données	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 106-108.
MG-1677-09_108	936	Passion naissante	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 108-110.
MG-1677-09_110	11578	[Histoire de l’Amant Cocher]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 110-136.
MG-1677-09_135	6988	Pour le Roy, Vers irreguliers. A l’Académie Françoise	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 135-149.
MG-1677-09_150	4974	[Particularitez d’un Régal donné à Nimegue par M. le Comte d’Avaux Plenipotentiaire de France]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 150-162.
MG-1677-09_165	8856	Compliment fait au Roy par l’Académie Françoise, Monsieur Quinaut Directeur de cette Compagnie portant la parole	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 165-184.
MG-1677-09_212	6263	[Tout ce qui s’est passé dans l’Académie Françoise le jour de la Distribution des Prix, avec plusieurs Particularitez qui regardent l'education de Monseigneur le Dauphin, & les grandes qualitez de ce Prince]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 212-225.
MG-1677-09_228	1219	[Inpromptu de M. le Duc de S. Aignan à M. le Dauphin, sur le Chasteau de S. Germain gravé par ce Prince]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 228-230.
MG-1677-09_230	1297	[Autres Vers de M. de Tierceville sur le mesme Sujet]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 230-233.
MG-1677-09_274	937	[Rondeau sur la Devise que le Prince Charles fit mettre sur ses Guidons en approchant de Mets]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 274-276.
MG-1677-09_284	1270	[Deux Vers d’un agreable Esprit au Duc de S. Aignan]*	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 284-285.
MG-1677-09_286	3849	[Histoire du Singe]	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 286-291.
MG-1677-09_293	652	[Opéra representé à Nimegue par les Filles de M. le Marquis de Spinola]	Mercure galant, septembre, tome VII, 1677, p. 293.
MG-1677-09_294	1381	[Mot de l'auteur du Mercure Galant sur sa prochaine Lettre]*	Le Nouveau Mercure Galant, septembre, tome VII, 1677, p. 294-295.
MG-1677-10_003	1731	[Explication de l’Enigme du VII. Tome du Mercure Galant]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 3-7.
MG-1677-10_007	1684	Les Fleches d’Amour	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 7-10.
MG-1677-10_010	8579	[Les Apparences Trompeuses, Histoire]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 10-30.
MG-1677-10_030	3886	Rupture	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 30-38.
MG-1677-10_038	1357	Imitation de la Galatée de Virgile	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 38-40.
MG-1677-10_043	1342	Sur la Campagne des Ennemis en Flandre. Sonnet irregulier.	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 43-46.
MG-1677-10_046	4802	Consolation à Mr de Montal, sur la Levée du Siege de Charleroy	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 46-57.
MG-1677-10_054	694	[Epitaphe de Citron tué devant Charleroy]*	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 54-55.
MG-1677-10_062	978	Prerogatives de la Lettre L.	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 62-65.
MG-1677-10_070	6498	L’Adieu aux Muses. Dicours.	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 70-83.
MG-1677-10_083	10921	[Le Bal de Campagne, ou les Illustres Vendangeuses, Histoire]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 83-107.
MG-1677-10_107	2529	[Lettre à l’Autheur du Mercure Galant touchant l’Explication de l’Enigme du VII. Volume]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 107-113.
MG-1677-10_113	1373	Le Philosophe Amant. Sonnet	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 113-115.
MG-1677-10_115	1021	L’Hypocrite. Sonnet.	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 115-118.
MG-1677-10_118	3684	Vers irreguliers sur les mesmes Rimes de l’Idylle des Moutons	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 118-125.
MG-1677-10_125	9327	[Régal donné à Messieurs de l’Académie Françoise, par Monsieur Colbert]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 125-145.
MG-1677-10_146	1809	[Deux Illustres Autheurs quittent leur occupation ordinaire pour travailler à l’Histoire]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 146-150.
MG-1677-10_159	630	Reproche amoureux	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 159-160.
MG-1677-10_160	842	Resolution de ne plus aimer	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 160-162.
MG-1677-10_164	8023	[Avanture des Thuilleries]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 164-184.
MG-1677-10_184	1202	[Extrait de la Lettre d’un Solitaire]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 184-187.
MG-1677-10_187	1165	[Vers envoyez dans un Tome du Mercure Galant]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 187-189.
MG-1677-10_200	7588	[Tout ce qui s’est passé à Fontainebleau pendant le Séjour que Leurs Majestez y ont fait. Cet Article contient ceux des Comedies, Opéra, Bals, Plan d’une Collation, Chasses, & la maniere dont les Dames ont esté parées dans tous ces Divertissemens]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 200-243.
MG-1677-10_242	677	[Tout ce qui s’est passé à Fontainebleau pendant le séjour que Leurs Majestez y ont fait…]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 242-243.
MG-1677-10_250	2170	[Reception faite à Essone à Monsieur le Duc de Vermandois, & à Mademoiselle de Blois, par M. du Pin]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 250-254.
MG-1677-10_257	3616	[Mariage de M. le Marquis de Beringhen, & de Mademoiselle d’Aumont]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 257.
MG-1677-10_304	1162	[Airs sur la Danse nouvelle appellée la Desforges]	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 304-307.
MG-1677-10_330	1066	Enigme	Le Nouveau Mercure Galant, octobre, tome VIII, 1677, p. 330-332.
MG-1677-10_332	1205	[Sonnet sur les Amours d’Apollon & de Daphné]	Mercure galant, octobre, tome VIII, 1677, p. 332-334.
MG-1677-10_334	703	Air nouveau de Mr Lambert	Mercure galant, octobre, tome VIII, 1677, p. 334-336.
MG-1677-11_003	1390	[Retour sur l’adieu aux Muses & sur les Flèches d’Amour] *	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 3-6.
MG-1677-11_006	4480	[Declaration d’amour d’un Ruisseau à une Prairie]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 6-16.
MG-1677-11_016	10956	[Histoire de Roüen]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 16-40.
MG-1677-11_044	3426	[Epistre en Vers à Monsieur le Duc de S. Aignan]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 44-50.
MG-1677-11_064	7243	[Lettre en Vers & en prose en forme de Legende de Bourbon]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 64-80.
MG-1677-11_081	1502	[Concert donné à Nimégue chez Monsieur le Mareschal d’Estrades, avec quelques intrumens nouveaux]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 81-84.
MG-1677-11_084	1244	[Sonnet contre le Mercure Galant]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 84-86.
MG-1677-11_087	2777	[Lettre écrite d’un Desert prés de Grenoble]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 87-93.
MG-1677-11_093	8443	Le Perroquet & la Guenuche. Fable	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 93-111.
MG-1677-11_111	1936	[Lettre Galante à Madame F]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 111-116.
MG-1677-11_116	1279	[Amours de Titon & de l’Aurore, petit Opéra représenté chez un Ministre]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 116-118.
MG-1677-11_131	6821	[L’Amant Ventousé, Histoire]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 131-146.
MG-1677-11_150	2660	[Les Fleurs, Idylle de Madame Des Houlieres]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 150-158.
MG-1677-11_184	2388	[Magnifique Repas donné à Son Altesse Royale par M. le Duc d’Aumont]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 184-190.
MG-1677-11_203	1373	[Monsieur l’Abbé Flechier fait son Compliment…]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 203-206.
MG-1677-11_206	505	[Vers au mesme]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 206.
MG-1677-11_242	2682	Sur la prise de Fribourg	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 242-247.
MG-1677-11_252	2404	[Explication de l’Enigme du 8 Tome du Mercure]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 252-255.
MG-1677-11_255	1909	[Enigme]	Le Nouveau Mercure Galant, novembre, tome IX, 1677, p. 255-259.
MG-1677-12_000	8036	Au Lecteur	Le Nouveau Mercure Galant, décembre, tome X, 1677, non paginé.
MG-1677-12_001	4879	[Réponse de la Prairie au Ruisseau]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 1-11.
MG-1677-12_011	13112	[Histoire des deux Maris jaloux]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 11-41.
MG-1677-12_046	4093	L’amant trompé.	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 46-56.
MG-1677-12_056	2355	[Fragment du Testament de Mad. du Puy, celebre Joüeuse de Harpe]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 56-61.
MG-1677-12_061	1244	[Paroles du dernier Air de feu Monsieur le Camus]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 61-64.
MG-1677-12_064a	344	[Autre Air de M. de Moliere]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 64.
MG-1677-12_064b	870	[Vers envoyez avec un Bouquet de Tubereuses au mois de Decembre]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 64-66.
MG-1677-12_066	648	[Les Aventures d’Armide et de Renaud]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 66-67.
MG-1677-12_067	6151	Compliment à Monsieur le Chancelier	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 67-82.
MG-1677-12_085	1533	[Madrigaux & Quatrains à Monsieur le Chancelier]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 85-89.
MG-1677-12_089	13408	Histoire de l’Indifferent (Philosophe Amoureux)	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 89-119.
MG-1677-12_122	4484	[Elegie de M. Ferier]	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 122-131.
MG-1677-12_140	2014	Réponse des Fleurs à Madame Des-Houlieres	Le Nouveau Mercure Galant, décembre, tome X, 1677, p. 140-145.
